uid,Page_view,Like_count,Number_of_authors_viewed,Number_of_viewed_works,Average_duration_of_viewing_works,Number_of_background_music_views,Complete_views,Number_of_cities_visited,Number_of_citzes_viewing_works,City_where_the_user_is_located
57771,1,0,1,1,21.0,1,1,1,1,103.0
57772,1,0,1,1,41.0,1,1,1,1,178.0
57773,19,0,19,19,10.578947368421053,19,12,5,15,242.0
57774,6,0,6,6,13.333333333333334,5,2,1,6,98.0
57775,15,0,15,15,10.933333333333334,14,4,1,15,210.0
57776,19,0,19,19,10.105263157894736,18,10,1,17,14.0
57777,41,0,41,41,11.146341463414634,37,10,3,35,14.0
57778,25,0,24,25,9.76,23,10,1,17,35.0
57779,37,1,36,37,12.378378378378379,37,18,1,29,284.0
57780,17,0,16,17,11.352941176470589,16,5,1,15,128.0
57782,11,0,11,11,10.818181818181818,11,8,1,10,129.0
57783,5,0,5,5,10.0,5,3,1,5,302.0
57784,9,0,9,9,9.555555555555555,9,7,1,8,66.0
57785,17,0,17,17,10.529411764705882,17,16,1,17,237.0
57786,4,0,4,4,12.5,4,2,1,4,222.0
57787,2,0,2,2,8.0,2,1,1,2,110.0
57789,57,0,57,57,11.280701754385966,51,7,1,49,109.0
57790,6,0,6,6,12.666666666666666,6,3,1,6,335.0
57791,10,0,10,10,10.0,9,8,1,10,109.0
57792,2,0,2,2,9.5,2,1,1,2,213.0
57793,32,5,31,32,11.03125,30,13,1,29,281.0
57794,10,0,10,10,8.2,9,2,1,10,216.0
57795,1,0,1,1,16.0,1,0,1,1,114.0
57796,31,0,31,31,9.709677419354838,29,15,1,27,266.0
57797,23,0,22,23,11.956521739130435,23,8,1,20,10.0
57798,7,0,7,7,9.142857142857142,7,3,1,7,318.0
57799,18,0,18,18,11.944444444444445,18,11,1,16,179.0
57800,12,0,12,12,15.5,12,6,1,11,142.0
57801,5,0,5,5,8.2,4,3,1,5,14.0
57802,4,0,4,4,9.5,4,4,1,4,134.0
57803,8,0,8,8,13.125,8,6,1,8,220.0
57806,11,0,10,11,12.181818181818182,11,4,1,9,56.0
57807,31,0,31,31,11.0,31,12,2,23,99.0
57808,13,0,11,13,14.076923076923077,11,6,1,11,300.0
57809,70,0,69,70,11.614285714285714,62,33,1,49,65.0
57810,24,0,24,24,10.041666666666666,22,13,2,20,21.0
57811,10,0,10,10,12.7,10,2,1,10,103.0
57812,1,0,1,1,7.0,1,1,1,1,45.0
57813,7,0,7,7,8.857142857142858,7,3,1,7,123.0
57814,23,0,23,23,11.217391304347826,23,12,3,22,78.0
57815,8,0,8,8,11.125,8,6,1,8,140.0
57816,25,0,22,25,12.6,23,12,1,19,109.0
57817,6,0,6,6,10.333333333333334,6,6,1,6,6.0
57818,23,0,23,23,11.043478260869565,20,9,1,20,5.0
57819,17,4,14,17,11.411764705882353,16,8,1,13,155.0
57821,2,0,2,2,24.5,2,1,1,2,15.0
57822,10,0,10,10,12.1,10,3,1,10,165.0
57824,8,0,8,8,12.0,8,4,1,8,181.0
57825,4,0,4,4,9.75,4,0,1,3,21.0
57826,1,0,1,1,14.0,1,0,1,1,35.0
57827,32,0,31,32,11.96875,32,12,1,27,47.0
57828,8,0,8,8,12.5,8,2,1,8,5.0
57829,6,0,6,6,8.5,6,2,1,6,222.0
57830,1,0,1,1,9.0,1,1,1,1,143.0
57831,32,1,32,32,10.9375,31,9,1,25,13.0
57832,8,0,8,8,11.25,8,3,1,8,254.0
57833,29,0,29,29,10.96551724137931,26,10,3,24,143.0
57834,7,0,7,7,10.0,7,3,1,6,18.0
57835,2,0,2,2,8.0,2,2,1,2,278.0
57836,6,0,6,6,9.166666666666666,6,1,1,6,106.0
57837,22,0,22,22,12.954545454545455,21,11,1,21,39.0
57838,14,0,14,14,13.857142857142858,14,9,1,13,46.0
57839,3,0,3,3,9.666666666666666,3,1,1,3,109.0
57840,1,0,1,1,9.0,1,1,1,1,132.0
57841,13,0,13,13,9.461538461538462,12,6,1,13,15.0
57842,37,0,36,37,10.405405405405405,35,9,2,34,102.0
57843,24,3,24,24,12.333333333333334,23,22,1,23,85.0
57844,20,0,20,20,10.45,20,18,1,14,231.0
57846,9,0,9,9,10.88888888888889,8,4,1,8,109.0
57847,17,0,17,17,10.647058823529411,17,9,1,17,68.0
57848,16,0,16,16,10.9375,16,7,1,13,134.0
57850,14,0,14,14,9.5,14,8,1,13,24.0
57851,8,0,8,8,13.375,8,2,1,8,304.0
57852,14,0,14,14,13.214285714285714,11,2,1,10,91.0
57853,1,0,1,1,7.0,1,0,1,1,83.0
57854,32,0,32,32,12.3125,28,8,1,28,180.0
57855,80,0,76,80,11.1875,70,15,2,54,91.0
57857,3,0,3,3,12.666666666666666,3,2,1,3,74.0
57858,5,0,5,5,12.6,5,3,1,5,134.0
57859,13,0,13,13,11.076923076923077,13,8,1,13,13.0
57860,7,0,7,7,8.714285714285714,7,5,1,5,47.0
57861,44,0,44,44,9.840909090909092,43,24,1,30,176.0
57863,38,0,37,38,9.868421052631579,36,12,1,30,227.0
57864,76,0,73,76,11.828947368421053,64,21,1,60,238.0
57865,1,0,1,1,9.0,1,1,1,1,180.0
57866,32,0,32,32,10.625,25,23,1,30,167.0
57868,9,0,9,9,10.11111111111111,9,6,1,9,63.0
57869,1,0,1,1,6.0,1,0,1,1,96.0
57870,4,0,4,4,12.25,4,2,1,4,219.0
57871,21,1,19,21,11.571428571428571,19,11,1,16,70.0
57873,6,0,6,6,16.5,5,4,1,5,12.0
57874,8,0,8,8,12.75,8,2,1,7,248.0
57875,5,0,5,5,10.2,4,1,1,5,316.0
57876,58,0,57,58,12.793103448275861,55,4,1,48,77.0
57877,9,0,9,9,10.11111111111111,9,4,1,9,297.0
57878,10,0,10,10,14.4,10,2,1,9,121.0
57879,4,0,4,4,8.0,4,2,1,4,45.0
57880,2,0,2,2,9.5,2,2,1,2,86.0
57881,8,0,8,8,8.875,8,5,1,8,148.0
57882,15,0,15,15,10.066666666666666,15,7,1,14,70.0
57883,17,0,16,17,11.941176470588236,15,9,1,16,53.0
57884,34,0,34,34,12.117647058823529,33,17,1,30,95.0
57886,6,0,6,6,9.5,6,3,1,6,116.0
57887,2,0,2,2,9.0,2,0,1,2,29.0
57888,6,0,6,6,8.166666666666666,6,2,1,5,217.0
57889,11,0,11,11,10.0,11,5,1,10,20.0
57891,2,0,2,2,15.5,2,0,1,2,92.0
57892,37,0,35,37,11.972972972972974,36,11,1,31,336.0
57893,1,0,1,1,40.0,1,0,1,1,70.0
57894,5,0,5,5,16.2,5,4,1,5,121.0
57895,5,0,5,5,11.4,5,0,1,5,281.0
57896,6,0,6,6,23.666666666666668,6,2,1,6,76.0
57897,7,0,7,7,10.285714285714286,7,6,1,7,214.0
57900,3,0,3,3,10.0,3,2,1,3,137.0
57901,41,0,40,41,9.097560975609756,39,19,1,26,92.0
57902,55,0,55,55,11.472727272727273,50,12,1,50,76.0
57903,11,0,11,11,9.363636363636363,10,5,1,9,180.0
57904,14,0,14,14,10.0,14,10,3,13,178.0
57905,8,0,8,8,10.625,8,5,1,8,57.0
57906,34,0,34,34,10.852941176470589,33,16,1,29,154.0
57907,1,0,1,1,14.0,1,1,1,1,28.0
57908,16,0,15,16,15.4375,15,8,4,11,109.0
57909,3,0,3,3,6.333333333333333,3,2,1,3,206.0
57910,5,0,5,5,10.4,5,2,1,5,92.0
57911,8,0,8,8,14.875,8,4,1,8,61.0
57912,6,0,6,6,9.833333333333334,6,2,1,6,95.0
57913,14,0,14,14,8.428571428571429,14,4,1,12,41.0
57914,4,0,4,4,9.5,4,3,1,4,81.0
57915,42,0,42,42,10.285714285714286,41,19,1,36,217.0
57917,3,0,3,3,8.666666666666666,3,2,1,3,30.0
57918,7,0,7,7,11.142857142857142,7,5,1,7,165.0
57919,3,0,3,3,8.666666666666666,3,1,1,3,47.0
57920,10,0,10,10,11.6,10,6,1,9,12.0
57921,21,0,21,21,9.333333333333334,21,13,2,17,31.0
57922,20,1,20,20,11.15,19,4,1,19,137.0
57923,1,0,1,1,7.0,1,1,1,1,28.0
57924,12,0,11,12,11.083333333333334,12,8,1,11,70.0
57925,26,0,26,26,9.961538461538462,25,8,1,23,54.0
57927,5,0,5,5,8.8,5,4,1,5,29.0
57928,7,0,7,7,12.714285714285714,7,2,1,7,75.0
57929,4,0,4,4,9.0,4,2,1,4,104.0
57930,16,1,16,16,8.75,16,7,1,16,51.0
57931,5,0,5,5,17.8,5,1,1,5,40.0
57932,26,0,25,26,10.423076923076923,26,14,1,19,106.0
57933,4,0,4,4,13.0,4,2,1,4,20.0
57934,15,0,14,15,10.8,15,3,1,12,168.0
57935,2,0,2,2,13.0,2,1,1,2,122.0
57936,29,0,29,29,11.379310344827585,29,12,1,24,81.0
57937,3,0,3,3,12.333333333333334,2,1,1,2,99.0
57938,10,0,10,10,14.0,10,7,1,9,24.0
57939,35,0,35,35,12.371428571428572,32,4,1,31,40.0
57940,20,0,20,20,11.95,19,13,1,19,358.0
57941,3,0,3,3,6.666666666666667,3,3,1,3,99.0
57942,2,0,2,2,11.0,2,2,1,2,167.0
57943,8,0,8,8,14.875,7,4,1,8,94.0
57944,47,0,44,47,10.680851063829786,44,9,1,30,93.0
57945,8,0,8,8,7.75,8,4,1,8,123.0
57946,7,0,7,7,8.571428571428571,7,3,1,7,35.0
57947,8,0,8,8,9.625,8,1,1,8,134.0
57948,9,0,9,9,13.333333333333334,9,4,1,7,35.0
57949,9,0,9,9,12.444444444444445,9,3,1,9,233.0
57950,12,0,12,12,9.833333333333334,11,4,1,12,217.0
57951,13,2,11,13,10.384615384615385,13,5,1,11,140.0
57952,3,0,3,3,9.666666666666666,3,2,1,3,16.0
57954,1,0,1,1,7.0,1,1,1,1,123.0
57955,5,0,5,5,10.6,5,0,1,5,91.0
57956,4,0,4,4,7.75,4,0,1,4,92.0
57957,7,0,7,7,7.142857142857143,7,3,1,7,315.0
57958,35,0,35,35,11.285714285714286,34,17,1,29,105.0
57959,23,0,23,23,10.08695652173913,23,15,1,23,315.0
57960,6,0,6,6,9.833333333333334,6,2,2,6,12.0
57961,9,0,9,9,15.11111111111111,9,0,1,8,74.0
57962,2,0,2,2,10.0,2,2,1,2,66.0
57963,9,0,9,9,13.666666666666666,9,3,1,8,140.0
57964,16,0,16,16,16.1875,12,3,1,12,189.0
57965,43,0,42,43,11.813953488372093,42,13,1,32,285.0
57966,7,0,7,7,10.857142857142858,7,4,1,7,137.0
57967,1,0,1,1,9.0,1,1,1,1,40.0
57968,6,0,6,6,14.166666666666666,6,6,1,6,233.0
57969,5,0,5,5,9.0,5,1,1,4,154.0
57970,118,0,116,118,10.677966101694915,83,55,2,82,14.0
57971,35,0,35,35,10.628571428571428,35,9,1,32,116.0
57972,47,0,44,47,14.659574468085106,44,27,1,37,8.0
57973,4,0,4,4,8.75,4,0,1,4,76.0
57974,1,0,1,1,16.0,1,1,1,1,167.0
57975,19,0,19,19,12.473684210526315,19,9,1,17,47.0
57976,4,0,4,4,8.5,4,3,1,4,262.0
57977,8,0,8,8,15.125,8,4,1,6,120.0
57978,4,0,4,4,9.75,4,3,1,4,167.0
57979,21,0,21,21,10.714285714285714,19,11,1,20,65.0
57980,13,0,13,13,9.615384615384615,13,9,1,13,56.0
57981,7,0,7,7,9.285714285714286,7,2,1,6,129.0
57982,3,0,3,3,10.333333333333334,3,1,1,3,167.0
57983,14,0,14,14,11.857142857142858,13,5,1,14,138.0
57984,28,0,26,28,11.642857142857142,27,10,1,26,69.0
57985,6,0,6,6,14.333333333333334,6,4,2,6,167.0
57987,2,0,2,2,10.0,2,0,1,2,138.0
57988,8,0,8,8,9.25,8,7,1,8,234.0
57989,5,0,5,5,10.0,5,3,1,5,48.0
57990,4,0,4,4,17.0,4,1,1,4,83.0
57991,12,0,12,12,11.333333333333334,12,8,1,11,95.0
57992,6,0,6,6,9.166666666666666,6,1,1,6,177.0
57993,4,0,4,4,9.0,4,2,1,4,131.0
57994,4,0,4,4,14.5,4,3,1,4,31.0
57995,9,4,9,9,8.0,8,5,1,8,73.0
57996,93,0,93,93,11.78494623655914,80,56,1,65,22.0
57997,40,0,38,40,11.5,35,22,1,35,97.0
57998,25,0,25,25,9.56,21,15,1,22,6.0
57999,27,13,27,27,11.703703703703704,26,13,1,23,167.0
58000,3,0,3,3,10.666666666666666,3,1,1,3,25.0
58001,15,0,14,15,9.733333333333333,11,10,2,14,237.0
58002,2,0,2,2,8.5,2,2,1,2,149.0
58003,25,0,24,25,10.36,24,5,1,18,271.0
58004,10,0,10,10,11.2,10,9,1,10,157.0
58005,4,0,4,4,11.75,4,4,1,4,233.0
58006,1,0,1,1,11.0,1,0,1,1,194.0
58007,14,0,14,14,9.714285714285714,14,7,1,13,167.0
58008,29,0,29,29,12.379310344827585,23,6,1,1,102.0
58009,4,0,4,4,12.75,4,1,1,4,20.0
58011,13,0,13,13,8.76923076923077,13,7,1,13,68.0
58012,12,0,12,12,10.833333333333334,12,6,2,8,103.0
58013,15,0,15,15,11.666666666666666,13,6,1,15,84.0
58014,3,0,3,3,9.0,3,3,1,3,199.0
58015,38,0,38,38,11.868421052631579,34,26,1,37,319.0
58016,12,0,12,12,14.666666666666666,12,3,1,12,246.0
58017,2,0,2,2,9.5,2,1,1,2,242.0
58018,7,0,7,7,12.571428571428571,7,6,1,6,90.0
58019,16,0,16,16,10.375,16,9,1,16,170.0
58021,3,0,3,3,11.333333333333334,3,3,1,3,129.0
58022,18,0,17,18,11.277777777777779,17,2,1,13,248.0
58023,1,0,1,1,9.0,1,0,1,1,15.0
58024,14,0,14,14,13.642857142857142,14,8,1,12,129.0
58025,1,0,1,1,10.0,1,0,1,1,84.0
58026,1,0,1,1,8.0,1,1,1,1,168.0
58027,1,0,1,1,10.0,1,1,1,1,61.0
58028,15,0,15,15,10.266666666666667,15,7,1,15,109.0
58029,2,0,1,2,13.0,2,1,1,1,47.0
58030,2,0,2,2,8.5,2,2,1,2,284.0
58031,2,0,2,2,10.0,2,1,1,2,99.0
58032,35,0,35,35,11.257142857142858,34,9,1,27,26.0
58033,17,0,17,17,12.411764705882353,17,6,1,16,194.0
58034,8,0,8,8,16.875,8,3,1,7,170.0
58035,3,0,3,3,12.333333333333334,3,1,1,3,59.0
58036,30,0,30,30,12.833333333333334,29,13,1,16,31.0
58039,5,0,5,5,12.6,4,4,1,5,6.0
58040,1,0,1,1,42.0,1,1,1,1,45.0
58041,3,2,3,3,8.0,3,2,1,3,27.0
58042,5,3,5,5,18.0,5,4,1,5,70.0
58043,1,0,1,1,7.0,1,1,1,1,240.0
58044,3,0,3,3,7.333333333333333,3,3,1,1,31.0
58045,7,0,7,7,8.857142857142858,7,2,1,6,158.0
58047,9,0,8,9,10.777777777777779,9,7,1,7,192.0
58048,7,0,7,7,14.428571428571429,7,2,1,6,66.0
58049,16,0,16,16,10.0,15,13,1,13,54.0
58050,1,0,1,1,10.0,1,0,1,1,108.0
58052,3,0,3,3,9.666666666666666,3,1,1,3,47.0
58053,27,0,27,27,12.481481481481481,27,14,1,25,68.0
58054,2,0,2,2,11.0,2,0,1,2,337.0
58055,36,0,36,36,11.944444444444445,35,25,1,31,176.0
58056,8,0,8,8,11.125,8,8,1,8,140.0
58057,13,0,13,13,11.76923076923077,13,7,1,13,150.0
58058,7,0,7,7,8.714285714285714,6,3,1,6,60.0
58059,5,0,5,5,11.6,5,4,1,5,87.0
58060,8,0,8,8,8.875,7,7,1,7,155.0
58061,5,0,5,5,14.0,5,1,1,5,129.0
58062,6,0,6,6,9.166666666666666,6,4,1,6,70.0
58063,1,0,1,1,9.0,1,0,1,1,17.0
58064,2,0,2,2,10.0,2,0,1,2,137.0
58065,10,0,9,10,10.5,10,2,1,9,44.0
58066,10,0,9,10,14.4,9,4,1,9,260.0
58067,8,0,8,8,10.0,7,3,1,8,169.0
58068,3,0,3,3,6.666666666666667,3,1,1,3,22.0
58069,3,0,3,3,9.0,3,2,1,3,99.0
58070,54,0,52,54,11.61111111111111,45,14,1,44,176.0
58071,5,0,5,5,9.6,5,4,1,5,70.0
58073,7,1,7,7,10.428571428571429,7,6,1,7,137.0
58074,18,0,18,18,11.944444444444445,17,2,1,14,66.0
58075,46,0,46,46,11.282608695652174,45,18,1,31,6.0
58076,8,0,8,8,14.375,8,3,1,8,31.0
58077,8,1,8,8,11.5,8,1,1,8,25.0
58078,5,2,5,5,13.4,5,2,2,5,114.0
58079,25,0,25,25,12.6,23,5,1,17,25.0
58080,21,0,21,21,10.095238095238095,19,12,1,17,6.0
58081,35,0,35,35,10.914285714285715,33,6,1,29,31.0
58082,45,0,45,45,11.555555555555555,44,25,1,37,136.0
58084,21,0,20,21,11.857142857142858,21,9,1,18,163.0
58085,22,0,21,22,11.863636363636363,22,5,1,18,327.0
58086,3,0,3,3,8.0,3,0,1,3,69.0
58087,11,0,11,11,12.181818181818182,11,3,1,11,56.0
58088,11,0,11,11,14.363636363636363,11,6,1,11,35.0
58089,16,0,16,16,14.9375,16,1,1,15,122.0
58090,27,0,26,27,12.962962962962964,27,12,1,19,71.0
58091,1,0,1,1,9.0,1,1,1,1,5.0
58092,24,0,24,24,9.833333333333334,24,5,1,20,150.0
58093,1,0,1,1,18.0,1,1,1,1,182.0
58094,5,0,5,5,8.0,5,1,1,5,266.0
58095,24,0,24,24,12.833333333333334,22,7,1,21,119.0
58096,3,0,3,3,8.666666666666666,3,0,1,3,116.0
58097,43,1,40,43,11.69767441860465,40,10,1,27,144.0
58099,37,0,37,37,11.621621621621621,35,4,1,33,81.0
58100,33,0,33,33,9.333333333333334,33,22,1,30,137.0
58101,15,0,15,15,9.0,14,3,1,9,6.0
58102,3,0,3,3,9.0,3,3,1,3,109.0
58103,9,0,9,9,9.777777777777779,9,6,1,9,51.0
58104,6,0,6,6,9.0,6,3,1,6,73.0
58105,6,0,6,6,11.5,6,3,2,6,339.0
58106,13,0,13,13,13.0,12,4,1,13,99.0
58107,4,0,4,4,9.75,4,2,1,4,305.0
58108,1,0,1,1,9.0,1,0,1,1,45.0
58111,17,0,17,17,14.647058823529411,15,4,1,17,209.0
58112,23,0,23,23,10.08695652173913,21,17,1,19,73.0
58113,8,0,6,8,11.75,8,4,1,6,95.0
58114,46,0,46,46,11.065217391304348,43,11,1,39,56.0
58115,15,0,15,15,9.666666666666666,14,8,1,15,248.0
58116,1,0,1,1,9.0,1,0,1,1,160.0
58117,3,1,3,3,10.0,3,1,1,3,216.0
58118,34,0,34,34,11.352941176470589,33,8,1,29,97.0
58119,1,0,1,1,7.0,1,1,1,1,198.0
58120,7,0,7,7,7.428571428571429,7,6,1,7,40.0
58121,4,0,4,4,12.5,4,4,1,4,81.0
58122,5,0,5,5,11.8,5,2,1,5,92.0
58123,2,0,2,2,16.5,2,0,1,2,293.0
58124,11,0,11,11,8.727272727272727,11,6,1,11,109.0
58125,11,1,11,11,10.181818181818182,11,3,1,11,70.0
58126,24,0,24,24,11.958333333333334,24,11,1,21,200.0
58127,1,0,1,1,9.0,1,0,1,1,82.0
58128,9,0,9,9,9.555555555555555,9,4,1,9,183.0
58129,3,0,3,3,9.0,3,3,1,3,8.0
58130,26,0,25,26,11.5,23,13,1,24,232.0
58131,2,0,2,2,26.0,2,1,2,2,204.0
58132,14,0,14,14,15.357142857142858,13,6,1,14,123.0
58133,7,0,7,7,11.142857142857142,7,1,1,7,99.0
58135,4,0,4,4,21.25,3,1,1,4,160.0
58137,4,0,4,4,9.75,4,1,1,3,109.0
58138,30,1,29,30,11.566666666666666,26,7,1,26,293.0
58139,1,0,1,1,21.0,1,0,1,1,304.0
58140,20,0,20,20,10.75,19,9,1,18,167.0
58141,244,0,235,244,10.967213114754099,177,75,1,113,123.0
58142,1,0,1,1,9.0,1,1,1,1,242.0
58143,4,0,4,4,12.75,4,2,1,4,258.0
58145,21,0,21,21,11.095238095238095,21,7,1,20,13.0
58146,16,0,16,16,14.0,16,13,1,14,99.0
58148,46,3,43,46,10.630434782608695,42,23,1,37,221.0
58149,3,0,3,3,12.333333333333334,3,0,1,3,6.0
58151,3,0,3,3,17.666666666666668,3,1,1,3,138.0
58154,11,0,11,11,11.454545454545455,11,0,1,9,304.0
58156,3,0,3,3,12.0,3,2,2,3,99.0
58157,4,0,4,4,9.5,4,3,1,4,217.0
58158,13,0,13,13,9.846153846153847,13,9,1,11,73.0
58160,12,0,12,12,11.0,12,2,1,10,57.0
58161,25,0,24,25,10.92,22,15,1,20,61.0
58162,13,0,13,13,10.0,13,6,1,11,171.0
58163,6,0,6,6,9.5,6,3,1,6,167.0
58164,16,0,16,16,8.8125,13,10,1,15,21.0
58166,1,0,1,1,7.0,1,0,1,1,139.0
58167,1,0,1,1,9.0,1,0,1,1,99.0
58169,13,0,12,13,10.538461538461538,13,7,1,12,236.0
58170,4,0,4,4,9.75,4,2,1,4,327.0
58171,11,0,11,11,13.909090909090908,11,8,1,11,21.0
58172,14,0,14,14,9.928571428571429,14,5,1,14,129.0
58173,22,0,22,22,13.090909090909092,20,20,1,20,217.0
58174,8,0,8,8,13.5,8,5,1,8,68.0
58176,10,0,10,10,10.1,10,1,1,10,30.0
58177,36,0,36,36,11.38888888888889,34,6,1,32,326.0
58179,17,0,17,17,10.823529411764707,15,10,1,16,192.0
58180,19,0,18,19,12.105263157894736,17,9,1,15,255.0
58181,9,0,9,9,10.0,9,8,1,9,236.0
58183,2,0,2,2,9.0,2,0,1,2,222.0
58185,11,0,11,11,8.090909090909092,11,6,1,11,56.0
58186,4,0,4,4,25.75,4,2,1,4,110.0
58187,19,0,18,19,10.157894736842104,18,4,1,16,169.0
58188,33,0,33,33,11.151515151515152,33,14,1,30,139.0
58189,8,4,8,8,13.25,8,2,1,8,40.0
58190,21,0,20,21,14.80952380952381,20,12,1,20,116.0
58191,6,0,6,6,9.0,6,2,1,6,134.0
58192,1,0,1,1,14.0,1,1,1,1,120.0
58194,17,0,17,17,10.352941176470589,17,9,1,16,243.0
58195,37,0,35,37,11.432432432432432,34,25,1,25,144.0
58196,3,0,3,3,11.0,3,3,1,3,8.0
58198,5,0,5,5,8.4,5,2,1,5,43.0
58199,5,0,5,5,8.0,5,1,1,5,53.0
58201,6,0,6,6,9.166666666666666,6,2,1,6,169.0
58202,6,2,6,6,9.666666666666666,6,1,1,6,59.0
58203,10,0,10,10,12.0,10,6,2,9,216.0
58204,26,0,26,26,10.307692307692308,24,7,1,17,31.0
58205,32,6,32,32,10.9375,30,8,1,27,69.0
58206,8,0,8,8,12.25,8,5,1,7,70.0
58207,10,0,9,10,9.9,10,2,2,9,118.0
58208,41,0,40,41,12.463414634146341,36,19,1,36,357.0
58209,12,0,12,12,11.416666666666666,12,7,1,10,21.0
58210,25,0,25,25,13.6,23,8,1,23,235.0
58211,2,0,2,2,11.0,2,1,2,2,98.0
58212,9,0,9,9,9.444444444444445,9,1,1,8,101.0
58213,6,0,6,6,10.666666666666666,6,6,1,6,203.0
58214,5,3,5,5,7.6,5,2,1,5,232.0
58215,24,1,23,24,9.583333333333334,24,14,1,20,268.0
58216,9,0,9,9,12.666666666666666,9,6,1,9,84.0
58217,9,0,9,9,10.222222222222221,9,3,1,7,91.0
58218,4,0,4,4,15.0,4,2,1,4,106.0
58219,39,0,39,39,12.179487179487179,35,7,1,32,80.0
58221,10,0,9,10,10.5,10,6,1,8,276.0
58222,63,0,61,63,10.682539682539682,59,32,2,45,57.0
58223,6,0,6,6,12.166666666666666,6,2,1,5,206.0
58224,11,0,11,11,10.363636363636363,11,6,1,11,138.0
58225,13,0,13,13,11.538461538461538,12,8,1,11,116.0
58226,20,0,18,20,10.7,19,13,1,17,54.0
58227,6,0,6,6,8.166666666666666,6,6,1,6,273.0
58228,13,0,13,13,9.615384615384615,13,7,1,13,238.0
58229,4,0,4,4,9.25,4,4,1,4,114.0
58230,1,0,1,1,14.0,1,1,1,1,70.0
58231,41,0,37,41,12.073170731707316,39,8,1,31,128.0
58232,5,0,5,5,9.0,5,1,1,5,113.0
58233,3,0,3,3,9.666666666666666,3,2,1,3,96.0
58234,2,0,2,2,10.0,2,0,1,2,92.0
58235,30,0,30,30,9.4,28,11,1,30,129.0
58236,9,0,9,9,11.333333333333334,9,2,1,9,71.0
58237,4,0,4,4,9.75,4,3,1,4,134.0
58238,2,0,2,2,14.5,2,1,1,2,180.0
58239,13,0,13,13,12.153846153846153,12,8,1,12,115.0
58241,14,0,14,14,11.571428571428571,14,9,1,12,61.0
58242,16,0,16,16,14.6875,13,9,1,14,38.0
58243,8,0,8,8,9.375,8,1,1,7,116.0
58244,4,0,4,4,17.75,4,4,1,4,236.0
58245,3,0,3,3,9.666666666666666,3,3,1,3,0.0
58246,7,1,7,7,10.428571428571429,7,1,1,7,21.0
58247,7,0,6,7,8.857142857142858,7,6,1,5,163.0
58248,4,0,4,4,16.5,4,3,1,4,96.0
58250,2,0,2,2,12.5,2,2,1,2,16.0
58251,7,0,7,7,9.0,7,4,1,7,63.0
58253,106,0,104,106,11.226415094339623,96,2,1,62,92.0
58254,10,0,10,10,9.3,10,9,1,10,284.0
58256,2,0,2,2,9.5,2,1,1,2,18.0
58257,9,0,9,9,9.666666666666666,9,2,1,9,270.0
58259,5,0,5,5,8.4,5,2,1,5,28.0
58260,1,0,1,1,10.0,1,1,1,1,215.0
58261,27,0,27,27,12.925925925925926,25,7,1,25,90.0
58262,83,0,81,83,11.819277108433734,74,46,1,63,192.0
58264,4,0,4,4,12.25,4,1,1,4,97.0
58265,20,0,20,20,13.15,20,7,1,17,337.0
58266,6,0,6,6,13.333333333333334,6,6,1,6,298.0
58267,2,1,2,2,8.5,2,2,1,2,167.0
58268,11,0,11,11,10.181818181818182,11,7,1,10,116.0
58270,13,0,13,13,12.846153846153847,13,9,1,13,248.0
58271,25,0,25,25,12.76,22,18,1,21,73.0
58272,38,0,37,38,10.394736842105264,34,17,1,34,51.0
58273,10,0,10,10,12.0,10,5,1,9,15.0
58274,16,0,16,16,9.8125,16,12,1,16,92.0
58275,21,0,20,21,9.380952380952381,21,11,1,19,73.0
58276,9,0,9,9,9.777777777777779,8,3,1,9,188.0
58277,5,0,5,5,12.8,5,3,1,5,180.0
58278,37,0,36,37,11.756756756756756,34,21,1,32,15.0
58279,17,0,15,17,9.058823529411764,17,10,1,13,6.0
58280,2,0,2,2,9.5,2,0,1,2,246.0
58282,17,0,17,17,10.647058823529411,17,7,1,17,129.0
58283,10,0,10,10,9.8,10,3,1,6,57.0
58285,17,0,17,17,12.058823529411764,17,6,1,14,16.0
58286,25,0,25,25,10.24,25,17,1,21,151.0
58287,8,0,8,8,15.125,8,4,1,8,70.0
58288,4,0,4,4,16.25,4,2,2,4,78.0
58289,50,0,49,50,10.52,44,22,1,42,3.0
58290,62,0,61,62,12.225806451612904,52,12,1,51,160.0
58291,1,0,1,1,10.0,1,0,1,1,21.0
58292,9,0,9,9,11.333333333333334,9,5,1,9,263.0
58293,12,0,12,12,16.75,12,8,1,12,59.0
58294,2,0,2,2,5.5,2,1,1,2,316.0
58295,7,0,7,7,14.857142857142858,7,0,1,7,70.0
58296,17,0,17,17,14.235294117647058,16,6,3,14,99.0
58297,9,0,9,9,9.0,9,5,1,5,134.0
58298,8,0,8,8,8.375,7,2,4,7,47.0
58299,19,0,19,19,11.421052631578947,19,5,1,18,140.0
58301,5,0,5,5,9.4,5,4,1,5,340.0
58302,11,0,11,11,8.545454545454545,11,7,2,11,99.0
58303,5,0,5,5,9.8,5,2,1,5,177.0
58304,2,0,2,2,9.5,2,1,1,2,242.0
58305,7,0,7,7,12.0,7,2,1,7,99.0
58306,14,7,14,14,9.785714285714286,14,6,3,12,18.0
58307,17,0,17,17,11.117647058823529,17,9,1,15,99.0
58308,4,0,4,4,13.75,4,2,1,4,129.0
58309,2,0,2,2,7.5,2,2,1,2,316.0
